,loss,accuracy,val_loss,val_accuracy
0,1.5755327939987183,0.357421875,1.0721328258514404,0.3125
1,1.554395079612732,0.376220703125,1.1017587184906006,0.3125
2,1.4546092748641968,0.486083984375,1.0915113687515259,0.3125
3,1.3794965744018555,0.522216796875,1.0842586755752563,0.3125
4,1.3201462030410767,0.543212890625,0.996149480342865,0.4677734375
5,1.2495777606964111,0.568359375,0.8416600823402405,0.5556640625
6,1.149276614189148,0.60546875,0.8313419818878174,0.5595703125
7,1.06765615940094,0.639404296875,0.7610341906547546,0.6298828125
8,0.9498157501220703,0.6787109375,0.7548586130142212,0.6396484375
9,0.8265715837478638,0.73388671875,0.7729434967041016,0.6640625
10,0.7370839715003967,0.76708984375,0.8048640489578247,0.6572265625
11,0.627190113067627,0.792724609375,0.9475807547569275,0.640625
12,0.5648868680000305,0.816162109375,0.8122187852859497,0.7021484375
